Index,year,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Year,Station
16,,91.3867248428862,92.90434246533093,206.29434753751028,494.53552493141757,925.317689182114,1882.3966836675722,1453.043624928074,677.4365878246873,316.2426591256877,183.4375369837028,115.01724969390118,71.98657381761967,year,1-105 Zambezi At Chavuma Mission (130400)
17,,90.88329985794041,94.68879412392424,212.46654766197256,499.84938322326144,945.6741413623408,1940.0860451692272,1429.2689553433506,661.0830735339597,308.4485929344346,180.70630231666357,114.18194503960895,70.85612104790349,year,1-105 Zambezi At Chavuma Mission (130400)
18,,90.13045973222131,96.74645269241493,217.24045550213305,527.3382064245574,976.2163224635462,1992.6610942844002,1402.3096429915718,640.1464700705233,302.8728808540019,178.33128581997394,110.31936384019771,69.9574371837721,year,1-105 Zambezi At Chavuma Mission (130400)
19,,89.63009906438911,96.23021207129278,223.5536354963388,549.3503145347731,1023.1943082849161,2110.7001589913843,1368.928863097403,631.2645851230451,299.0390355340862,178.33128581997394,107.32561850641854,68.61889333147248,year,1-105 Zambezi At Chavuma Mission (130400)
20,,89.13096554523686,96.74645269241493,223.5536354963388,582.5394773151068,1062.9598064452719,2163.2174547529244,1329.340200793525,615.9989448338757,291.01609053628937,172.621089797327,106.78520116646347,67.51214860643798,year,1-105 Zambezi At Chavuma Mission (130400)
21,,86.16198052871152,96.74645269241493,230.70362241597763,624.1984554162498,1095.8540294976551,2222.46398038574,1287.0309224517864,599.1663481097095,285.5821427967928,170.62528764346567,104.63555705623754,67.0716711411156,year,1-105 Zambezi At Chavuma Mission (130400)
22,,85.67146010455986,96.74645269241493,229.56808941616148,641.3348492437103,1113.982184679248,2239.9628298497787,1248.5121044596792,583.1093854967327,281.43290663499585,168.63971405103916,103.56796036783037,66.41333706220134,year,1-105 Zambezi At Chavuma Mission (130400)
23,,84.20730484786353,99.34588074233599,242.5816480900859,661.6856194279256,1160.6463169304345,2262.698069679821,1208.9374683254482,565.556491315826,274.4406617640564,160.7999926400524,101.44724719567844,65.75786451662806,year,1-105 Zambezi At Chavuma Mission (130400)
24,,86.16198052871152,99.60749188003516,246.46919799380842,708.1845482803299,1176.9058812694686,2243.0571349108873,1185.4625306874343,551.573307388899,268.3354613749926,159.5093709824102,100.39414262463717,64.8883582506102,year,1-105 Zambezi At Chavuma Mission (130400)
25,,81.551935703332,99.86940596949744,245.68951084192162,754.7908065320871,1180.0142315014507,2170.330473726847,1145.2537083909071,541.6009946722492,261.0891878312424,159.5093709824102,99.08457265138013,64.45551758861885,year,1-105 Zambezi At Chavuma Mission (130400)
26,,81.551935703332,105.70797260690625,246.85944950632657,797.4583339413118,1192.483722767181,2075.672403138165,1115.4987747258315,525.7032940675878,255.91017265345792,157.90253881587884,98.82356770231694,64.45551758861885,year,1-105 Zambezi At Chavuma Mission (130400)
27,,81.31239790907358,107.86723692179625,265.5070863168658,848.5383120377746,1191.702688667721,1972.1416843477314,1084.590499238643,505.7234966464444,253.14041595398015,154.7103904260026,96.23021207129278,62.52354407410198,year,1-105 Zambezi At Chavuma Mission (130400)
28,,79.40727803352199,109.77234946545562,267.5260074911365,876.9872432016126,1193.26498221947,1904.4202804882398,1048.8921234717318,494.53552493141757,246.46919799380842,152.49298638575735,94.94493572156877,61.03882687625313,year,1-105 Zambezi At Chavuma Mission (130400)
29,,77.28783153826382,111.1421298247498,270.7702822631695,904.4648564223486,1195.6101125174323,1825.4756329788347,1021.7343454092879,473.53069377853296,242.9691778799317,151.23223185881483,93.66727657700399,59.778735782874875,year,1-105 Zambezi At Chavuma Mission (130400)
30,,76.58696588766318,115.29628029714513,270.7702822631695,919.7364706021474,,1766.5385076792147,997.0555844878759,470.93334948351173,237.95255709437677,148.10053253528312,91.63889650302134,58.945112513383386,year,1-105 Zambezi At Chavuma Mission (130400)
31,,75.8889135672136,,287.2493216923002,916.9514391495071,,1725.8820781083725,,452.92839234364817,,145.92553196645414,90.63204673472526,,year,1-105 Zambezi At Chavuma Mission (130400)
1,,58.5302353450752,54.85457206628558,107.5962776247643,672.5727581236051,978.363115635754,3672.0822829878102,2979.5241895866443,905.8485303271508,387.8240584068369,223.18006834567953,135.86343351511306,83.47939833977773,year,1-105 Zambezi At Chavuma Mission (130400)
2,,57.4986933381484,55.66230723172756,126.99189811857637,689.0499924815016,980.5119853970156,3749.3503209557316,2784.8271783946257,878.3522524463626,379.7639247547272,220.2014421343222,133.76982958524383,82.99567414551574,year,1-105 Zambezi At Chavuma Mission (130400)
3,,56.47523778661784,56.679281151710725,130.8038350154251,672.5727581236051,991.2874640631247,3762.297181446686,2594.847571529433,846.5220671411447,372.7140240003143,211.73624912299044,131.39469027386198,81.07317048407207,year,1-105 Zambezi At Chavuma Mission (130400)
4,,54.85457206628558,55.86505315463168,140.70249018275587,676.8277651110486,999.9451704298967,3771.371676626413,2411.869593783905,823.8190927455199,360.63224497151475,208.82613588666652,129.91975185939128,80.595647178137,year,1-105 Zambezi At Chavuma Mission (130400)
5,,54.85457206628558,55.66230723172756,141.61810850383904,667.7243698804923,1026.8482314386627,3786.950348277315,2234.809835697489,796.150213576087,356.0321473120003,205.2134607782542,126.99189811857637,78.93410833629937,year,1-105 Zambezi At Chavuma Mission (130400)
6,,54.85457206628558,55.86505315463168,144.38064283379987,664.7019745105096,1069.6522400473373,3814.281053124094,2063.7223477179064,764.3971904586244,353.7418563749085,201.27162296167023,125.24930749108839,77.28783153826382,year,1-105 Zambezi At Chavuma Mission (130400)
7,,34.71527184989205,57.08833977715328,151.54698830591326,669.540705081615,1123.095351170971,3827.326088327236,1897.7055046187902,735.7387558193026,351.4580773686713,200.9149444175067,123.80525467810668,76.58696588766318,year,1-105 Zambezi At Chavuma Mission (130400)
8,,52.46262996346062,57.08833977715328,157.90253881587884,677.4365878246873,1137.5913612514203,3843.0060162854297,1738.7729861497055,706.9430987664912,340.5867435689618,194.19106236990902,122.65532553529228,76.1212848925486,year,1-105 Zambezi At Chavuma Mission (130400)
9,,52.66016338075154,52.85802366244255,169.30043452914882,695.1972056378801,1165.2817403416452,3798.6529085364,1660.2544200317197,686.5978419659858,333.86865870234647,192.08869512578846,120.93929932507997,75.8889135672136,year,1-105 Zambezi At Chavuma Mission (130400)
10,,52.46262996346062,53.254724235080644,185.84215689340965,726.9212800821298,1234.2005760504312,3746.763307690166,1590.4252943129723,668.329573501446,328.9795610812113,187.91422916424617,118.10294657835001,73.81166740397586,year,1-105 Zambezi At Chavuma Mission (130400)
11,,50.89414739683368,54.45265558238091,198.0715522779971,721.2776400896654,1314.6264932394242,3735.1314809817386,1542.8577065770576,641.9294028101394,316.2426591256877,186.18679951366593,117.25782576400235,72.21360957221866,year,1-105 Zambezi At Chavuma Mission (130400)
12,,49.92450735111219,54.85457206628558,201.98581575203298,708.8056327400077,1398.1176836471195,3759.7062370088206,1509.7660887393822,618.3367891847856,313.6351212636515,183.4375369837028,116.69589733527144,72.21360957221866,year,1-105 Zambezi At Chavuma Mission (130400)
13,,49.731565585667106,64.8883582506102,207.37773422425406,710.6703246294644,1470.1312027816377,3927.108670034603,1489.0290814548903,600.8981226886018,310.60501735601713,180.3661671707054,115.01724969390118,70.63097652716672,year,1-105 Zambezi At Chavuma Mission (130400)
14,,49.34666951096162,75.42510983107277,231.8416222416301,689.0499924815016,1525.4016770117225,3997.362445005235,1473.5592726717043,579.1251834941193,302.8728808540019,177.65525243144901,112.51938571184782,69.2867416960893,year,1-105 Zambezi At Chavuma Mission (130400)
15,,49.34666951096162,73.35350784891703,244.5220205677821,685.9854059729108,1584.2232571382929,4072.188258660122,1457.307270192904,562.1864703254939,294.80445467754123,174.9624345127884,109.49929142841297,68.61889333147248,year,1-105 Zambezi At Chavuma Mission (130400)
16,,48.96309106156879,66.6324639735314,249.2066664664577,676.8277651110486,1631.4467465235862,4085.6142893406018,1440.2857128275696,549.3503145347731,290.1771633559486,172.621089797327,107.32561850641854,67.51214860643798,year,1-105 Zambezi At Chavuma Mission (130400)
17,,47.44197813822207,66.41333706220134,269.55166107478146,667.1194077403875,1695.6636610927453,4078.8988411659107,1419.1327209500905,533.3520033678656,284.33456414678795,172.621089797327,105.97682875497121,67.0716711411156,year,1-105 Zambezi At Chavuma Mission (130400)
18,,47.25332668231448,65.32247423101118,307.1579151212575,630.6744032703024,1709.3701625252688,4132.758585293927,1398.1176836471195,521.8971962082423,278.54436518339304,167.32168790453997,104.90320940490803,65.75786451662806,year,1-105 Zambezi At Chavuma Mission (130400)
19,,47.06500633899536,68.61889333147248,324.56251315172915,658.6753079082107,1774.9059203337101,4388.669504774563,1367.2691260320019,506.2590052679972,273.21478390342867,163.39496640717596,104.63555705623754,63.379002142424895,year,1-105 Zambezi At Chavuma Mission (130400)
20,,47.06500633899536,72.8966051079265,348.27173638377224,665.9102080071017,1915.9556183892466,4540.952379932903,1332.6197048944784,494.53552493141757,269.55166107478146,162.41970739925392,101.71127930219417,63.164657714347534,year,1-105 Zambezi At Chavuma Mission (130400)
21,,49.92450735111219,73.81166740397586,352.37080721808417,703.2245072759757,1961.430768369732,4757.119728259415,1297.5517235148805,477.69952498869026,264.2989676974602,160.15410925232487,100.65696500119913,62.95063314060062,year,1-105 Zambezi At Chavuma Mission (130400)
22,,50.89414739683368,74.73175323056441,376.4667312711575,716.90154054325,2077.667032856038,4970.376129641739,1255.6951058323339,471.971532204337,260.68918018723326,158.544411878551,98.56286599046702,62.95063314060062,year,1-105 Zambezi At Chavuma Mission (130400)
23,,52.85802366244255,78.93410833629937,386.3962662058099,858.6512064903535,2282.41437708346,5005.584141820031,1208.1517055004322,463.17909459976187,255.51368054937566,156.30287572831085,97.52309342759507,62.95063314060062,year,1-105 Zambezi At Chavuma Mission (130400)
24,,53.254724235080644,88.88185922163706,412.9400058222534,745.2379678676409,2600.350723259011,4982.099972188626,1169.925298799857,451.90888178948916,250.38394200356024,150.91776365376177,95.71518824998648,62.52354407410198,year,1-105 Zambezi At Chavuma Mission (130400)
25,,53.852222937086076,86.16198052871152,459.06669106547207,787.0198660787037,2930.5972871907684,4788.773430933077,1141.4197031775445,445.813078592594,245.68951084192162,149.97608920662117,93.66727657700399,62.3104798410999,year,1-105 Zambezi At Chavuma Mission (130400)
26,,54.05204135044481,88.63305999186002,515.9408085268567,823.1554752835874,3166.7692282927037,4662.713842643521,1085.3398065527663,425.26142611996795,241.80740593157412,147.4776579016922,91.3867248428862,61.461427955230214,year,1-105 Zambezi At Chavuma Mission (130400)
27,,53.254724235080644,91.3867248428862,557.1480784868968,856.6244069258804,3376.297239338128,4409.4900543113545,1054.0653503337226,422.78438313047036,236.03537001190378,145.92553196645414,90.63204673472526,60.82800801397034,year,1-105 Zambezi At Chavuma Mission (130400)
28,,53.254724235080644,91.3867248428862,582.5394773151068,887.247592204515,3539.832748121851,4130.058209790681,1017.3599664226653,420.3137151419628,227.30442970386088,144.68904127612305,89.88012605566769,60.40733430617622,year,1-105 Zambezi At Chavuma Mission (130400)
29,,53.254724235080644,95.4581328824546,620.0927314233729,916.9514391495071,,3827.326088327236,978.363115635754,412.450469592324,226.928113789318,141.61810850383904,88.63305999186002,60.40733430617622,year,1-105 Zambezi At Chavuma Mission (130400)
30,,52.85802366244255,101.97561360668149,644.3100429830004,926.7153169483452,,3494.5524026677067,926.0163869405395,409.03087910210377,224.301595109439,139.78948845243943,86.16198052871152,60.40733430617622,year,1-105 Zambezi At Chavuma Mission (130400)
31,,53.652730517184274,,658.6753079082107,931.61432823259,,3179.9921391795847,,391.1645890769632,,138.57622657625765,84.93799305718468,,year,1-105 Zambezi At Chavuma Mission (130400)
1,,58.5302353450752,57.91034072966683,126.99189811857637,526.7929872269655,1524.5311723159723,4010.679364466547,4487.60325031472,1656.6413197106806,599.7433617207649,319.29679705242137,183.4375369837028,108.68191498600962,year,1-105 Zambezi At Chavuma Mission (130400)
2,,58.945112513383386,63.164657714347534,138.57622657625765,583.1093854967327,1463.2856143830222,3878.389034490382,4689.805856232247,1568.3241899262557,586.533987252186,312.3349189889498,181.3874191124574,107.0552596568901,year,1-105 Zambezi At Chavuma Mission (130400)
3,,59.778735782874875,63.379002142424895,141.31261178951527,596.8607401396197,1369.759064153048,4038.708364628063,4836.427240298742,1495.0643263183058,571.1928945296166,309.7416536414808,177.31765984875273,105.17116284057458,year,1-105 Zambezi At Chavuma Mission (130400)
4,,60.197479726545716,63.164657714347534,142.8429996903449,604.9474874651962,1451.3397074605787,4127.358611638687,4879.929117177999,1436.8919736276266,558.8253227565981,306.72821892130486,173.28862774353763,104.1011559868289,year,1-105 Zambezi At Chavuma Mission (130400)
5,,58.5302353450752,63.164657714347534,149.03701151883433,628.3161074262011,1465.851061035374,4046.732436890728,4927.979211366379,1383.0724160127402,544.3630425805803,298.614380849542,172.621089797327,102.77042877403403,year,1-105 Zambezi At Chavuma Mission (130400)
6,,57.91034072966683,63.164657714347534,149.97608920662117,646.6945633235988,1479.5668543470615,3877.0760059791196,4993.835977384892,1330.1597431795483,532.25635223406,296.49509518618163,169.96229256959714,100.92008995129143,year,1-105 Zambezi At Chavuma Mission (130400)
7,,57.4986933381484,62.09773598193063,153.7583482260114,668.9350185771734,1485.5851980171694,3805.161201253648,5163.883073569859,1279.7693967017049,521.3544624095721,290.5964936190364,167.32168790453997,99.08457265138013,year,1-105 Zambezi At Chavuma Mission (130400)
8,,56.679281151710725,60.197479726545716,155.3465226529814,692.7354350746105,1519.3127405169264,3470.758001592869,5234.1015516766,1240.5522840448934,511.0898102678937,286.41519801410556,165.02610911823214,98.30246761132098,year,1-105 Zambezi At Chavuma Mission (130400)
9,,56.47523778661784,59.361279686425526,153.7583482260114,731.954104810508,1549.8646013717855,3380.0041812498466,5211.6460245672115,1205.7957671100316,502.5156878977797,262.2908310410514,161.7709636165423,95.20138200706018,year,1-105 Zambezi At Chavuma Mission (130400)
10,,55.45988602022912,61.461427955230214,162.7445080254278,738.8991962716092,1609.986850103468,3065.411506683165,5123.733797865738,1162.190553934978,495.06578502876454,257.49884781934526,160.15410925232487,93.66727657700399,year,1-105 Zambezi At Chavuma Mission (130400)
